,date,protocol,chain,usd_value,name,category,parentProtocol,net_dollar_flow,cumul_net_dollar_flow,rank_desc,pct_of_tvl,flow_direction,abs_cumul_net_dollar_flow
13153,2022-09-12 17:59:07,elk,Polygon,520074.85162000003,Elk,Dexes,Elk,270.36365534427887,66336.89422438404,1,0.05198552756437142,1,66336.89422438404
13631,2022-09-12 17:59:07,tenderize,Ethereum,651097.52376,Tenderize,Liquid Staking,Tenderize,186.435121185903,64873.59426879972,1,0.02863397791920102,1,64873.59426879972
13250,2022-09-12 17:59:07,indexed-finance,Ethereum,1404542.75845,Indexed Finance,Indexes,Indexed Finance,-35414.415379999904,64697.31899826478,1,-2.5214195272404454,1,64697.31899826478
12454,2022-09-12 17:59:02,ankr,Ethereum,97857337.94322999,Ankr,Liquid Staking,Ankr,13042.985376834664,64424.14131112102,1,0.013328571623725648,1,64424.14131112102
13044,2022-09-12 17:59:07,cashcow-finance,Binance,98520.36166,CashCow Finance,Lending,CashCow Finance,-6453.295675032278,63655.20345288269,1,-6.550215170040697,1,63655.20345288269
13512,2022-09-12 17:59:07,relaychain,Binance,712655.65582,RelayChain,Bridge,RelayChain,-3381.966654738756,62663.02144370669,1,-0.4745583125762719,1,62663.02144370669
13509,2022-09-12 17:59:07,redacted-cartel,Ethereum,174524.25031,Redacted Cartel,Services,Redacted Cartel,0.0,62396.378046451246,1,0.0,1,62396.378046451246
13237,2022-09-12 17:59:07,homora,Optimism,19307277.17359,Homora,Yield,Homora,-1948397.6835908121,61645.63711172156,1,-10.091519721154583,1,61645.63711172156
13668,2022-09-12 17:59:07,tornado-cash,Polygon,512278.527,Tornado Cash,Privacy,Tornado Cash,0.0,61489.55910000001,1,0.0,1,61489.55910000001
13525,2022-09-12 17:59:07,revert-compoundor,Arbitrum,209744.68993,Revert Compoundor,Services,Revert Compoundor,-4519.288027241088,60037.388578536054,1,-2.154661473789563,1,60037.388578536054
13062,2022-09-12 17:59:07,clever,Ethereum,4225137.25711,CLever,Yield,CLever,14888.834568218781,59426.45814728819,1,0.352387003360993,1,59426.45814728819
13141,2022-09-12 17:59:07,dxsale,Ethereum,3253716.72311,DxSale,Launchpad,DxSale,17053.61959246326,58877.62619435385,1,0.5241273609142869,1,58877.62619435385
13702,2022-09-12 17:59:07,unknown,Binance,3052717.3407900003,Unknown,Yield,Unknown,5873.042919271336,54566.11317221944,1,0.19238738027908853,1,54566.11317221944
12712,2022-09-12 17:59:02,nexus-mutual,Ethereum,236849246.6591,Nexus Mutual,Insurance,Nexus Mutual,5855.707243780683,53424.14996553822,1,0.0024723351779154584,1,53424.14996553822
12937,2022-09-12 17:59:07,alita-finance,Binance,1391823.27824,Alita Finance,Dexes,Alita Finance,4.086431825182899,52194.70297830336,1,0.0002936027791078698,1,52194.70297830336
12951,2022-09-12 17:59:07,angle,Optimism,396806.85885,Angle,CDP,Angle,84755.65766402299,51988.05982649914,1,21.35942355171389,1,51988.05982649914
12630,2022-09-12 17:59:02,hyphen,Arbitrum,714124.89751,Hyphen,Bridge,Hyphen,-207779.5560027241,51275.69704701414,1,-29.09568854512799,1,51275.69704701414
13314,2022-09-12 17:59:07,llamapay,Polygon,152998.94168,LlamaPay,Payments,LlamaPay,-301.6062022692937,50884.66881228995,1,-0.19712960034724192,1,50884.66881228995
13756,2022-09-12 17:59:07,xy-finance,Avalanche,146318.96176,XY Finance,Bridge,XY Finance,0.0,50745.65244070486,1,0.0,1,50745.65244070486
12501,2022-09-12 17:59:02,cache.gold,Ethereum,4398981.76292,CACHE.Gold,RWA,CACHE.Gold,40599.03720999975,49530.33598347355,1,0.9229189707540528,1,49530.33598347355
12478,2022-09-12 17:59:02,bakeryswap,Binance,5812658.45036,BakerySwap,Dexes,BakerySwap,-1905.4897050801646,48339.629559931214,1,-0.032781724943122204,1,48339.629559931214
13090,2022-09-12 17:59:07,crosschain-bridge,Ethereum,3602493.26624,CrossChain Bridge,Cross Chain,CrossChain Bridge,0.0,47698.99115508096,1,0.0,1,47698.99115508096
12678,2022-09-12 17:59:02,marginswap,Avalanche,2505160.06249,MarginSwap,Dexes,MarginSwap,0.0,45885.971276869095,1,0.0,1,45885.971276869095
13652,2022-09-12 17:59:07,timeswap,Polygon,175678.47679,Timeswap,Lending,Timeswap,150.41908587955322,45549.984410225836,1,0.08562180673922795,1,45549.984410225836
13755,2022-09-12 17:59:07,xy-finance,Arbitrum,214843.52891999998,XY Finance,Bridge,XY Finance,0.0,45111.89875475169,1,0.0,1,45111.89875475169
12549,2022-09-12 17:59:02,defiplaza,Ethereum,1320376.50925,DefiPlaza,Dexes,DefiPlaza,-10467.534570000134,43194.046627752316,1,-0.7927689183099677,1,43194.046627752316
12887,2022-09-12 17:59:02,verse,Ethereum,1960894.2192799998,Verse,Dexes,Verse,-4.870279818512472,43130.08794009804,1,-0.00024837034913085415,1,43130.08794009804
13013,2022-09-12 17:59:07,bifi,Ethereum,3481890.27229,BiFi,Lending,BiFi,322.0055256457972,42889.59148628178,1,0.009248008996964105,1,42889.59148628178
13657,2022-09-12 17:59:07,tokenlon,Ethereum,522950.03966,Tokenlon,Dexes,Tokenlon,7736.221933408066,42695.94961483143,1,1.4793424508463238,1,42695.94961483143
13178,2022-09-12 17:59:07,fodl-finance,Binance,75149.07996999999,FODL Finance,Options,FODL Finance,1.3307278619177578,42520.969681800474,1,0.0017707839702748099,1,42520.969681800474
13302,2022-09-12 17:59:07,linear-finance,Binance,6248599.09033,Linear Finance,Derivatives,Linear Finance,-5561.403237693094,42258.59983048237,1,-0.08900240129502988,1,42258.59983048237
13428,2022-09-12 17:59:07,pandora,Binance,3393667.09052,Pandora,Dexes,Pandora,-883.8514384487917,39296.63660657671,1,-0.026044140891656,1,39296.63660657671
13770,2022-09-12 17:59:07,yieldwolf,Polygon,228392.97718,YieldWolf,Yield,YieldWolf,-3966.869394519751,39109.378584814454,1,-1.736861370913958,1,39109.378584814454
13405,2022-09-12 17:59:07,oneswap,Ethereum,510611.99738,OneSwap,Dexes,OneSwap,8484.253390000027,38987.241861009126,1,1.6615852023715776,1,38987.241861009126
13757,2022-09-12 17:59:07,xy-finance,Binance,390549.17551,XY Finance,Bridge,XY Finance,-59544.28588324584,37555.99018406067,1,-15.246296655341734,1,37555.99018406067
13615,2022-09-12 17:59:07,swarm-markets,Ethereum,311740.10216,Swarm Markets,Dexes,Swarm Markets,30026.05797426438,37201.59300244111,1,9.631759842964819,1,37201.59300244111
13517,2022-09-12 17:59:07,renvm,Binance,2294558.28123,RenVM,Bridge,RenVM,89282.22304049501,37059.67913637209,1,3.891041851969661,1,37059.67913637209
13422,2022-09-12 17:59:07,orion-protocol,Binance,6304293.93085,Orion Protocol,Dexes,Orion Protocol,-30161.41267182885,36955.29175212215,1,-0.47842649791809794,1,36955.29175212215
13204,2022-09-12 17:59:07,gearbox,Ethereum,10511020.2272,Gearbox,Indexes,Gearbox,42283.01106681263,36545.00977287121,1,0.4022731395511383,1,36545.00977287121
13420,2022-09-12 17:59:07,orbit-bridge,Polygon,395749.1212,Orbit Bridge,Bridge,Orbit Bridge,-5214.039090119049,34680.195417546944,1,-1.3175112238553848,1,34680.195417546944
12743,2022-09-12 17:59:02,paladin-finance,Ethereum,5505132.95821,Paladin Finance,Lending,Paladin Finance,0.0,31570.029572275856,1,0.0,1,31570.029572275856
12923,2022-09-12 17:59:07,0vix,Polygon,914118.36065,0vix,Lending,0vix,6335.183776240749,31251.278298265275,1,0.6930375812313849,1,31251.278298265275
12442,2022-09-12 17:59:02,acryptos,Avalanche,176678.51,ACryptoS,Yield Aggregator,ACryptoS,1633.3600000000151,29033.479819343393,1,0.9244814210851195,1,29033.479819343393
12880,2022-09-12 17:59:02,unslashed,Ethereum,28857262.0619,Unslashed,Insurance,Unslashed,3033.942244215567,28873.402657358412,1,0.010513617812069756,1,28873.402657358412
13347,2022-09-12 17:59:07,mirror,Ethereum,1179236.78291,Mirror,Derivatives,Mirror,2640.766402905197,28395.07433808929,1,0.22393860513650052,1,28395.07433808929
13329,2022-09-12 17:59:07,mantra-dao,Ethereum,2486109.0259300005,MANTRA DAO,Lending,MANTRA DAO,321.24897973200694,28026.51260855677,1,0.01292175750867702,1,28026.51260855677
13313,2022-09-12 17:59:07,llamapay,Optimism,70480.42339,LlamaPay,Payments,LlamaPay,-190.8169787266625,27370.87622483499,1,-0.2707375602311383,1,27370.87622483499
13069,2022-09-12 17:59:07,coinwind,Binance,175251783.49011,Coinwind,Yield,Coinwind,-2968.546949348406,27307.397720314646,1,-0.0016938754574876724,1,27307.397720314646
13171,2022-09-12 17:59:07,float,Polygon,421089.34316,Float,Derivatives,Float,-11247.461425347428,26350.406961666864,1,-2.671039200598759,1,26350.406961666864
13567,2022-09-12 17:59:07,snowswap,Ethereum,554999.8069,SnowSwap,Dexes,SnowSwap,-0.1379592020006897,25868.79635323236,1,-2.4857522522624452e-05,1,25868.79635323236
13643,2022-09-12 17:59:07,the-granary,Optimism,809170.9234999999,The Granary,Lending,The Granary,3154.2072351752886,24735.891408660034,1,0.3898072883701794,1,24735.891408660034
12600,2022-09-12 17:59:02,goodghosting,Polygon,65628.17153,GoodGhosting,Gaming,GoodGhosting,-216.84429898781522,24387.510473873925,1,-0.3304134397355428,1,24387.510473873925
13671,2022-09-12 17:59:07,toucan-protocol,Polygon,35365647.96,Toucan Protocol,RWA,Toucan Protocol,-1584.1299999999999,23707.82,1,-0.004479290190842017,1,23707.82
12778,2022-09-12 17:59:02,premia,Ethereum,1988948.4358599999,Premia,Options,Premia,591.7785246290523,23553.235477342154,1,0.02975333668583387,1,23553.235477342154
12420,2022-09-12 17:56:59,gotchivault,Polygon,3831677.6987099997,GotchiVault,Staking,GotchiVault,-139700.2226822241,23540.349845753517,1,-3.645928328712422,1,23540.349845753517
12964,2022-09-12 17:59:07,apwine,Ethereum,3454893.9907500003,APWine,Yield Aggregator,APWine,1435.8366530919511,23423.463555225666,1,0.04155949956601287,1,23423.463555225666
13515,2022-09-12 17:59:07,renvm,Arbitrum,9276607.24433,RenVM,Bridge,RenVM,0.0,22606.141644356583,1,0.0,1,22606.141644356583
13628,2022-09-12 17:59:07,temple-dao,Ethereum,93318779.05138,Temple DAO,Reserve Currency,Temple DAO,-174.76833867757523,22383.697814436437,1,-0.0001872809958018742,1,22383.697814436437
12899,2022-09-12 17:59:02,wepiggy,Arbitrum,956577.61153,WePiggy,Lending,WePiggy,-3662.0746799999615,22369.32968776416,1,-0.38283090006075393,1,22369.32968776416
13211,2022-09-12 17:59:07,goldfinch,Ethereum,1614710.67082,Goldfinch,RWA,Goldfinch,17472.74669579376,20513.44317653907,1,1.0820976792653856,1,20513.44317653907
12445,2022-09-12 17:59:02,adamant-finance,Polygon,1332438.27682,Adamant Finance,Yield,Adamant Finance,2067.416394600299,20440.617868661502,1,0.15516038758165965,1,20440.617868661502
13622,2022-09-12 17:59:07,symbiosis-finance,Polygon,955551.8003700001,Symbiosis Finance,Cross Chain,Symbiosis Finance,-1.121121134537816,19217.435710167694,1,-0.00011732709143593322,1,19217.435710167694
12625,2022-09-12 17:59:02,hundred-finance,Optimism,511432.70629,Hundred Finance,Lending,Hundred Finance,-808.8567100000018,19005.144726078914,1,-0.15815506127239193,1,19005.144726078914
12629,2022-09-12 17:59:02,hyperjump,Binance,270354.09421,HyperJump,Dexes,HyperJump,-40.65500723971167,18755.386827507475,1,-0.015037688760922749,1,18755.386827507475
12599,2022-09-12 17:59:02,gooddollar,Ethereum,1808354.62407,GoodDollar,Staking,GoodDollar,0.3867367400141903,18119.399496043334,1,2.138611170986892e-05,1,18119.399496043334
12621,2022-09-12 17:59:02,horizon-protocol,Binance,2544856.54986,Horizon Protocol,Derivatives,Horizon Protocol,9801.52412097931,17894.290994512485,1,0.38515035833821437,1,17894.290994512485
12687,2022-09-12 17:59:02,mean-finance,Polygon,172947.83248,Mean Finance,Services,Mean Finance,-5855.663604809635,17257.1770425903,1,-3.385797625123052,1,17257.1770425903
13527,2022-09-12 17:59:07,revert-compoundor,Optimism,246537.16097,Revert Compoundor,Services,Revert Compoundor,13168.586154042538,17194.09033617993,1,5.341420377451724,1,17194.09033617993
12711,2022-09-12 17:59:02,nex,Optimism,238316.46656,NEX,Derivatives,NEX,316.82685750792007,15162.109962487812,1,0.13294375419423812,1,15162.109962487812
12403,2022-09-12 13:59:06,team-finance,Polygon,1454151.84368,Team Finance,Launchpad,Team Finance,10871.942818269199,14917.162437540326,1,0.7476483879947323,1,14917.162437540326
13494,2022-09-12 17:59:07,qubit,Binance,59033.15436,Qubit,Lending,Qubit,-24.405358944866286,14722.072707441876,1,-0.04134178362896867,1,14722.072707441876
12922,2022-09-12 17:59:02,zunami-protocol,Ethereum,1584332.84264,Zunami Protocol,Yield Aggregator,Zunami Protocol,-3979.6491300000343,14507.27665741923,1,-0.25118769382882195,1,14507.27665741923
13540,2022-09-12 17:59:07,router-protocol,Ethereum,85268.12286,Router Protocol,Cross Chain,Router Protocol,5924.071467454306,13672.766510775982,1,6.947580489347606,1,13672.766510775982
13444,2022-09-12 17:59:07,phission-finance,Ethereum,108941.25847,Phission Finance,Derivatives,Phission Finance,0.0,13528.669106691827,1,0.0,1,13528.669106691827
12864,2022-09-12 17:59:02,thetanuts-finance,Polygon,1683920.5321499999,Thetanuts Finance,Options,Thetanuts Finance,-48.52292582576779,12995.92017439588,1,-0.002881544876931608,1,12995.92017439588
13097,2022-09-12 17:59:07,cub-finance,Binance,528265.85315,Cub Finance,Farm,Cub Finance,1222.857201798609,12725.348080630298,1,0.2314851877150161,1,12725.348080630298
13193,2022-09-12 17:59:07,futureswap,Arbitrum,2514895.3836000003,FutureSwap,Derivatives,FutureSwap,775.4708214257098,12329.758314212495,1,0.030835112525263206,1,12329.758314212495
12696,2022-09-12 17:59:02,mimo-defi,Polygon,3920181.6592699997,Mimo Defi,CDP,Mimo Defi,23219.99647749906,12150.192168914606,1,0.5923193998571737,1,12150.192168914606
13660,2022-09-12 17:59:07,tokensfarm,Polygon,3930779.50494,TokensFarm,Farm,TokensFarm,-2725.5195500003174,11664.339060553706,1,-0.06933788950957502,1,11664.339060553706
12651,2022-09-12 17:59:02,kalmy-app,Avalanche,50827.48576,Kalmy App,Yield,Kalmy App,2.659231059841275,11563.211357827433,1,0.005231876060912746,1,11563.211357827433
12738,2022-09-12 17:59:02,origin-dollar,Ethereum,48651672.16561,Origin Dollar,Algo-Stables,Origin Dollar,784.7359339804442,11154.165576313044,1,0.001612968062658171,1,11154.165576313044
12968,2022-09-12 17:59:07,arch-ethereum-web3,Ethereum,242204.37155,Arch Ethereum Web3,Indexes,Arch Ethereum Web3,-4345.436433588161,10594.553577470782,1,-1.794119736889679,1,10594.553577470782
12751,2022-09-12 17:59:02,pendle,Avalanche,707490.26207,Pendle,Yield,Pendle,4007.849960388874,10397.108083504363,1,0.5664883568379535,1,10397.108083504363
13035,2022-09-12 17:59:07,bunny,Polygon,322449.18493,Bunny,Yield,Bunny,-564.2136900000041,10062.885587635077,1,-0.17497755192728692,1,10062.885587635077
13180,2022-09-12 17:59:07,fodl-finance,Polygon,22806.33735,FODL Finance,Options,FODL Finance,0.47484425784740963,10058.755970734406,1,0.002082071533715209,1,10058.755970734406
13591,2022-09-12 17:59:07,stakewise,Ethereum,130384359.99832,StakeWise,Liquid Staking,StakeWise,0.0,9812.82107292141,1,0.0,1,9812.82107292141
13748,2022-09-12 17:59:07,xdao,Polygon,26118867.66891,XDAO,Services,XDAO,9118.747298443765,9704.05699656106,1,0.03491249090134967,1,9704.05699656106
13764,2022-09-12 17:59:07,yield-protocol,Arbitrum,1896888.7001899998,Yield Protocol,Lending,Yield Protocol,-2940.365743869167,9619.24359909424,1,-0.15500992459782426,1,9619.24359909424
13539,2022-09-12 17:59:07,router-protocol,Binance,45775.69439,Router Protocol,Cross Chain,Router Protocol,-30554.52395007795,8991.525628559728,1,-66.74835708609761,1,8991.525628559728
13360,2022-09-12 17:59:07,mstable,Polygon,7749862.32859,mStable,CDP,mStable,-248.46371156942723,8436.675885673103,1,-0.003206040327359369,1,8436.675885673103
12471,2022-09-12 17:59:02,axial,Avalanche,3490902.79147,Axial,Dexes,Axial,221.8358409320831,8237.519920762623,1,0.006354683993898015,1,8237.519920762623
13356,2022-09-12 17:59:07,moremoney,Avalanche,160234.91933,Moremoney,Lending,Moremoney,-9534.269684672843,8221.097029152555,1,-5.950182222788306,1,8221.097029152555
13324,2022-09-12 17:59:07,mahadao,Ethereum,127745.32331,MahaDAO,Lending,MahaDAO,0.0,8147.303286692053,1,0.0,1,8147.303286692053
13206,2022-09-12 17:59:07,geyser,Polygon,334537.92772,Geyser,Yield,Geyser,-3338.7684400000144,8132.579144609222,1,-0.9980238900727817,1,8132.579144609222
13542,2022-09-12 17:59:07,router-protocol,Polygon,168528.93238,Router Protocol,Cross Chain,Router Protocol,16721.07900728183,8117.088270912955,1,9.921785399778743,1,8117.088270912955
12962,2022-09-12 17:59:07,aperocket,Binance,304438.30999,ApeRocket,Yield,ApeRocket,1976.9800899999682,7685.3177826581505,1,0.649386107177151,1,7685.3177826581505
12867,2022-09-12 17:59:02,totemfi,Binance,16788.93521,TotemFi,Prediction Market,TotemFi,450.70665111474636,7590.796355908663,1,2.684545776591548,1,7590.796355908663
12552,2022-09-12 17:59:02,deltatheta,Binance,80943.59715,DeltaTheta,Options,DeltaTheta,1532.2546674023267,7489.359035877181,1,1.8929905778252487,1,7489.359035877181
12885,2022-09-12 17:59:02,vaulty-finance,Binance,29618.99999,Vaulty Finance,Yield,Vaulty Finance,458.4514799999997,6789.617379036073,1,1.5478290291866121,1,6789.617379036073
12498,2022-09-12 17:59:02,bxh,Avalanche,110286.97093,BXH,Yield,BXH,561.10389891297,6506.587993885737,1,0.5087671682170933,1,6506.587993885737
12770,2022-09-12 17:59:02,polysynth,Ethereum,1404763.18876,Polysynth,Options,Polysynth,0.0,6470.787572861807,1,0.0,1,6470.787572861807
12441,2022-09-12 17:59:02,across,Ethereum,63143160.9324,Across,Cross Chain,Across,293887.2788427345,6354.871888754889,1,0.4654301028061697,1,6354.871888754889
12419,2022-09-12 17:56:59,furucombo,Polygon,297553.96727,Furucombo,Yield,Furucombo,-1716.055217315063,6273.094062368555,1,-0.5767206645098827,1,6273.094062368555
13423,2022-09-12 17:59:07,orion-protocol,Ethereum,2789725.08227,Orion Protocol,Dexes,Orion Protocol,-8352.366443110464,6197.458688041341,1,-0.29939747454663673,1,6197.458688041341
13759,2022-09-12 17:59:07,xy-finance,Optimism,210121.62581,XY Finance,Bridge,XY Finance,0.0,6155.214367432409,1,0.0,1,6155.214367432409
12693,2022-09-12 17:59:02,metavault-dao,Polygon,307231.71757,Metavault DAO,Reserve Currency,Metavault DAO,2088.4726178356773,5412.616534461158,1,0.6797711624158198,1,5412.616534461158
12903,2022-09-12 17:59:02,wepiggy,Polygon,77098.55094,WePiggy,Lending,WePiggy,436.04382000000624,5396.139532685625,1,0.5655668163456746,1,5396.139532685625
12771,2022-09-12 17:59:02,polysynth,Polygon,990013.3264,Polysynth,Options,Polysynth,3376.5636695418357,5252.081515187461,1,0.34106244628242366,1,5252.081515187461
4342,2022-09-07 00:00:00,composable-finance,Polygon,45592.83387,Composable Finance,Cross Chain,Composable Finance,8053.629969070458,5223.453021018398,1,17.664245201414715,1,5223.453021018398
13086,2022-09-12 17:59:07,cream-finance,Polygon,359826.46409,CREAM Finance,Lending,CREAM Finance,-10747.645646283081,5094.763470296653,1,-2.9868969402969965,1,5094.763470296653
13501,2022-09-12 17:59:07,railgun,Binance,21698.274559999998,Railgun,Privacy,Railgun,1237.5056758431879,5067.128146708584,1,5.703244617083452,1,5067.128146708584
13224,2022-09-12 17:59:07,harvest-finance,Binance,266696.97886,Harvest Finance,Yield Aggregator,Harvest Finance,-1040.3037699999986,5008.250277778196,1,-0.3900695742586931,1,5008.250277778196
13221,2022-09-12 17:59:07,growth-defi,Avalanche,45319.63373,Growth DeFi,Yield,Growth DeFi,0.0,4806.815744867023,1,0.0,1,4806.815744867023
12660,2022-09-12 17:59:02,kromatika,Optimism,150737.61472,Kromatika,Dexes,Kromatika,123.02686372241214,4650.164839712609,1,0.08161656528195602,1,4650.164839712609
13538,2022-09-12 17:59:07,router-protocol,Avalanche,47546.26936,Router Protocol,Cross Chain,Router Protocol,3213.3595847088736,4592.574903485054,1,6.758384260137616,1,4592.574903485054
