,date,token,token_value,usd_value,protocol,chain,last_token_value
2797,2022-10-09 00:00:00,UNI,,,uniswap,Optimism,
9349,2022-10-09 00:00:00,SARCO,,,uniswap,Optimism,
10285,2022-10-09 00:00:00,DCN,,,uniswap,Optimism,
9817,2022-10-09 00:00:00,LYRA,,,uniswap,Optimism,
8881,2022-10-09 00:00:00,BITANT,,,uniswap,Optimism,
8413,2022-10-09 00:00:00,ENS,,,uniswap,Optimism,
12157,2022-10-09 00:00:00,PERP,,,uniswap,Optimism,
6541,2022-10-09 00:00:00,SNX,,,uniswap,Optimism,
18709,2022-10-09 00:00:00,LUSD,,,uniswap,Optimism,
16369,2022-10-09 00:00:00,CRV,,,uniswap,Optimism,
15901,2022-10-09 00:00:00,OP,,,uniswap,Optimism,
3733,2022-10-09 00:00:00,SUSD,,,uniswap,Optimism,
12625,2022-10-09 00:00:00,SPANK,,,uniswap,Optimism,
15433,2022-10-09 00:00:00,EQZ,,,uniswap,Optimism,
13093,2022-10-09 00:00:00,DHT,,,uniswap,Optimism,
1393,2022-10-09 00:00:00,0XBTC,,,uniswap,Optimism,
3265,2022-10-09 00:00:00,WBTC,,,uniswap,Optimism,
5137,2022-10-09 00:00:00,LINK,,,uniswap,Optimism,
925,2022-10-09 00:00:00,SETH,,,uniswap,Optimism,
14965,2022-10-09 00:00:00,THALES,,,uniswap,Optimism,
5605,2022-10-09 00:00:00,USDC,,,uniswap,Optimism,
13561,2022-10-09 00:00:00,EST,,,uniswap,Optimism,
6073,2022-10-09 00:00:00,RAI,,,uniswap,Optimism,
14497,2022-10-09 00:00:00,HND,,,uniswap,Optimism,
457,2022-10-09 00:00:00,USDT,55964793.23703,56020758.03027,uniswap,Optimism,56553354.64891
14029,2022-10-09 00:00:00,XCHF,,,uniswap,Optimism,
4201,2022-10-09 00:00:00,SLINK,,,uniswap,Optimism,
16837,2022-10-09 00:00:00,WSTETH,,,uniswap,Optimism,
11689,2022-10-09 00:00:00,MKR,,,uniswap,Optimism,
4669,2022-10-09 00:00:00,SBTC,,,uniswap,Optimism,
18241,2022-10-09 00:00:00,AELIN,,,uniswap,Optimism,
11221,2022-10-09 00:00:00,KROM,,,uniswap,Optimism,
1861,2022-10-09 00:00:00,WETH,,,uniswap,Optimism,
7009,2022-10-09 00:00:00,RGT,,,uniswap,Optimism,
17305,2022-10-09 00:00:00,AAVE,,,uniswap,Optimism,
17773,2022-10-09 00:00:00,BOB,,,uniswap,Optimism,
14964,2022-10-08 00:00:00,THALES,,,uniswap,Optimism,
924,2022-10-08 00:00:00,SETH,,,uniswap,Optimism,
456,2022-10-08 00:00:00,USDT,56553354.64891,56546285.47958,uniswap,Optimism,56420083.4281
9816,2022-10-08 00:00:00,LYRA,,,uniswap,Optimism,
5604,2022-10-08 00:00:00,USDC,,,uniswap,Optimism,
4200,2022-10-08 00:00:00,SLINK,,,uniswap,Optimism,
18240,2022-10-08 00:00:00,AELIN,,,uniswap,Optimism,
14496,2022-10-08 00:00:00,HND,,,uniswap,Optimism,
18708,2022-10-08 00:00:00,LUSD,,,uniswap,Optimism,
2796,2022-10-08 00:00:00,UNI,,,uniswap,Optimism,
15432,2022-10-08 00:00:00,EQZ,,,uniswap,Optimism,
17772,2022-10-08 00:00:00,BOB,,,uniswap,Optimism,
16836,2022-10-08 00:00:00,WSTETH,,,uniswap,Optimism,
5136,2022-10-08 00:00:00,LINK,,,uniswap,Optimism,
17304,2022-10-08 00:00:00,AAVE,,,uniswap,Optimism,
3732,2022-10-08 00:00:00,SUSD,,,uniswap,Optimism,
9348,2022-10-08 00:00:00,SARCO,,,uniswap,Optimism,
8880,2022-10-08 00:00:00,BITANT,,,uniswap,Optimism,
15900,2022-10-08 00:00:00,OP,,,uniswap,Optimism,
4668,2022-10-08 00:00:00,SBTC,,,uniswap,Optimism,
14028,2022-10-08 00:00:00,XCHF,,,uniswap,Optimism,
16368,2022-10-08 00:00:00,CRV,,,uniswap,Optimism,
7476,2022-10-08 00:00:00,RETH,,,uniswap,Optimism,
1392,2022-10-08 00:00:00,0XBTC,,,uniswap,Optimism,
7944,2022-10-08 00:00:00,PAPER,,,uniswap,Optimism,
3264,2022-10-08 00:00:00,WBTC,,,uniswap,Optimism,
8412,2022-10-08 00:00:00,ENS,,,uniswap,Optimism,
6540,2022-10-08 00:00:00,SNX,,,uniswap,Optimism,
12156,2022-10-08 00:00:00,PERP,,,uniswap,Optimism,
1860,2022-10-08 00:00:00,WETH,,,uniswap,Optimism,
11688,2022-10-08 00:00:00,MKR,,,uniswap,Optimism,
2328,2022-10-08 00:00:00,DAI,,,uniswap,Optimism,
7008,2022-10-08 00:00:00,RGT,,,uniswap,Optimism,
13092,2022-10-08 00:00:00,DHT,,,uniswap,Optimism,
11220,2022-10-08 00:00:00,KROM,,,uniswap,Optimism,
13560,2022-10-08 00:00:00,EST,,,uniswap,Optimism,
6072,2022-10-08 00:00:00,RAI,,,uniswap,Optimism,
10284,2022-10-08 00:00:00,DCN,,,uniswap,Optimism,
12624,2022-10-08 00:00:00,SPANK,,,uniswap,Optimism,
10752,2022-10-08 00:00:00,WPC,,,uniswap,Optimism,
12155,2022-10-07 00:00:00,PERP,,,uniswap,Optimism,
455,2022-10-07 00:00:00,USDT,56420083.4281,56476503.51153,uniswap,Optimism,57270800.55784
16835,2022-10-07 00:00:00,WSTETH,,,uniswap,Optimism,
3263,2022-10-07 00:00:00,WBTC,,,uniswap,Optimism,
7007,2022-10-07 00:00:00,RGT,,,uniswap,Optimism,
4667,2022-10-07 00:00:00,SBTC,,,uniswap,Optimism,
14027,2022-10-07 00:00:00,XCHF,,,uniswap,Optimism,
1859,2022-10-07 00:00:00,WETH,,,uniswap,Optimism,
8879,2022-10-07 00:00:00,BITANT,,,uniswap,Optimism,
17303,2022-10-07 00:00:00,AAVE,,,uniswap,Optimism,
2795,2022-10-07 00:00:00,UNI,,,uniswap,Optimism,
8411,2022-10-07 00:00:00,ENS,,,uniswap,Optimism,
17771,2022-10-07 00:00:00,BOB,,,uniswap,Optimism,
11687,2022-10-07 00:00:00,MKR,,,uniswap,Optimism,
11219,2022-10-07 00:00:00,KROM,,,uniswap,Optimism,
10751,2022-10-07 00:00:00,WPC,,,uniswap,Optimism,
4199,2022-10-07 00:00:00,SLINK,,,uniswap,Optimism,
18239,2022-10-07 00:00:00,AELIN,,,uniswap,Optimism,
10283,2022-10-07 00:00:00,DCN,,,uniswap,Optimism,
16367,2022-10-07 00:00:00,CRV,,,uniswap,Optimism,
923,2022-10-07 00:00:00,SETH,,,uniswap,Optimism,
15431,2022-10-07 00:00:00,EQZ,,,uniswap,Optimism,
18707,2022-10-07 00:00:00,LUSD,,,uniswap,Optimism,
14495,2022-10-07 00:00:00,HND,,,uniswap,Optimism,
6071,2022-10-07 00:00:00,RAI,,,uniswap,Optimism,
13559,2022-10-07 00:00:00,EST,,,uniswap,Optimism,
7475,2022-10-07 00:00:00,RETH,,,uniswap,Optimism,
9815,2022-10-07 00:00:00,LYRA,,,uniswap,Optimism,
14963,2022-10-07 00:00:00,THALES,,,uniswap,Optimism,
2327,2022-10-07 00:00:00,DAI,,,uniswap,Optimism,
6539,2022-10-07 00:00:00,SNX,,,uniswap,Optimism,
12623,2022-10-07 00:00:00,SPANK,,,uniswap,Optimism,
1391,2022-10-07 00:00:00,0XBTC,,,uniswap,Optimism,
5603,2022-10-07 00:00:00,USDC,,,uniswap,Optimism,
13091,2022-10-07 00:00:00,DHT,,,uniswap,Optimism,
5135,2022-10-07 00:00:00,LINK,,,uniswap,Optimism,
15899,2022-10-07 00:00:00,OP,,,uniswap,Optimism,
9347,2022-10-07 00:00:00,SARCO,,,uniswap,Optimism,
7943,2022-10-07 00:00:00,PAPER,,,uniswap,Optimism,
3731,2022-10-07 00:00:00,SUSD,,,uniswap,Optimism,
18706,2022-10-06 00:00:00,LUSD,,,uniswap,Optimism,
7474,2022-10-06 00:00:00,RETH,,,uniswap,Optimism,
7942,2022-10-06 00:00:00,PAPER,,,uniswap,Optimism,
4198,2022-10-06 00:00:00,SLINK,,,uniswap,Optimism,
3730,2022-10-06 00:00:00,SUSD,,,uniswap,Optimism,
4666,2022-10-06 00:00:00,SBTC,,,uniswap,Optimism,
3262,2022-10-06 00:00:00,WBTC,,,uniswap,Optimism,
6538,2022-10-06 00:00:00,SNX,,,uniswap,Optimism,
8410,2022-10-06 00:00:00,ENS,,,uniswap,Optimism,
2794,2022-10-06 00:00:00,UNI,,,uniswap,Optimism,
7006,2022-10-06 00:00:00,RGT,,,uniswap,Optimism,
5134,2022-10-06 00:00:00,LINK,,,uniswap,Optimism,
5602,2022-10-06 00:00:00,USDC,,,uniswap,Optimism,
6070,2022-10-06 00:00:00,RAI,,,uniswap,Optimism,
11218,2022-10-06 00:00:00,KROM,,,uniswap,Optimism,
9346,2022-10-06 00:00:00,SARCO,,,uniswap,Optimism,
16834,2022-10-06 00:00:00,WSTETH,,,uniswap,Optimism,
17770,2022-10-06 00:00:00,BOB,,,uniswap,Optimism,
922,2022-10-06 00:00:00,SETH,,,uniswap,Optimism,
10282,2022-10-06 00:00:00,DCN,,,uniswap,Optimism,
2326,2022-10-06 00:00:00,DAI,,,uniswap,Optimism,
9814,2022-10-06 00:00:00,LYRA,,,uniswap,Optimism,
14494,2022-10-06 00:00:00,HND,,,uniswap,Optimism,
13558,2022-10-06 00:00:00,EST,,,uniswap,Optimism,
12154,2022-10-06 00:00:00,PERP,,,uniswap,Optimism,
15898,2022-10-06 00:00:00,OP,,,uniswap,Optimism,
10750,2022-10-06 00:00:00,WPC,,,uniswap,Optimism,
17302,2022-10-06 00:00:00,AAVE,,,uniswap,Optimism,
18238,2022-10-06 00:00:00,AELIN,,,uniswap,Optimism,
16366,2022-10-06 00:00:00,CRV,,,uniswap,Optimism,
1390,2022-10-06 00:00:00,0XBTC,,,uniswap,Optimism,
14962,2022-10-06 00:00:00,THALES,,,uniswap,Optimism,
11686,2022-10-06 00:00:00,MKR,,,uniswap,Optimism,
8878,2022-10-06 00:00:00,BITANT,,,uniswap,Optimism,
13090,2022-10-06 00:00:00,DHT,,,uniswap,Optimism,
12622,2022-10-06 00:00:00,SPANK,,,uniswap,Optimism,
14026,2022-10-06 00:00:00,XCHF,,,uniswap,Optimism,
15430,2022-10-06 00:00:00,EQZ,,,uniswap,Optimism,
1858,2022-10-06 00:00:00,WETH,,,uniswap,Optimism,
454,2022-10-06 00:00:00,USDT,57270800.55784,57385342.15896,uniswap,Optimism,65504096.60763
7473,2022-10-05 00:00:00,RETH,,,uniswap,Optimism,
16365,2022-10-05 00:00:00,CRV,,,uniswap,Optimism,
16833,2022-10-05 00:00:00,WSTETH,,,uniswap,Optimism,
17769,2022-10-05 00:00:00,BOB,,,uniswap,Optimism,
13557,2022-10-05 00:00:00,EST,,,uniswap,Optimism,
10281,2022-10-05 00:00:00,DCN,,,uniswap,Optimism,
4665,2022-10-05 00:00:00,SBTC,,,uniswap,Optimism,
14493,2022-10-05 00:00:00,HND,,,uniswap,Optimism,
14025,2022-10-05 00:00:00,XCHF,,,uniswap,Optimism,
17301,2022-10-05 00:00:00,AAVE,,,uniswap,Optimism,
11217,2022-10-05 00:00:00,KROM,,,uniswap,Optimism,
1857,2022-10-05 00:00:00,WETH,,,uniswap,Optimism,
18705,2022-10-05 00:00:00,LUSD,,,uniswap,Optimism,
13089,2022-10-05 00:00:00,DHT,,,uniswap,Optimism,
6069,2022-10-05 00:00:00,RAI,,,uniswap,Optimism,
14961,2022-10-05 00:00:00,THALES,,,uniswap,Optimism,
7005,2022-10-05 00:00:00,RGT,,,uniswap,Optimism,
10749,2022-10-05 00:00:00,WPC,,,uniswap,Optimism,
5601,2022-10-05 00:00:00,USDC,,,uniswap,Optimism,
11685,2022-10-05 00:00:00,MKR,,,uniswap,Optimism,
12621,2022-10-05 00:00:00,SPANK,,,uniswap,Optimism,
4197,2022-10-05 00:00:00,SLINK,,,uniswap,Optimism,
9345,2022-10-05 00:00:00,SARCO,,,uniswap,Optimism,
18237,2022-10-05 00:00:00,AELIN,,,uniswap,Optimism,
7941,2022-10-05 00:00:00,PAPER,,,uniswap,Optimism,
15897,2022-10-05 00:00:00,OP,,,uniswap,Optimism,
1389,2022-10-05 00:00:00,0XBTC,,,uniswap,Optimism,
15429,2022-10-05 00:00:00,EQZ,,,uniswap,Optimism,
921,2022-10-05 00:00:00,SETH,,,uniswap,Optimism,
12153,2022-10-05 00:00:00,PERP,,,uniswap,Optimism,
8877,2022-10-05 00:00:00,BITANT,,,uniswap,Optimism,
9813,2022-10-05 00:00:00,LYRA,,,uniswap,Optimism,
2325,2022-10-05 00:00:00,DAI,,,uniswap,Optimism,
6537,2022-10-05 00:00:00,SNX,,,uniswap,Optimism,
2793,2022-10-05 00:00:00,UNI,,,uniswap,Optimism,
453,2022-10-05 00:00:00,USDT,65504096.60763,65504096.60763,uniswap,Optimism,65378280.47875
5133,2022-10-05 00:00:00,LINK,,,uniswap,Optimism,
3729,2022-10-05 00:00:00,SUSD,,,uniswap,Optimism,
3261,2022-10-05 00:00:00,WBTC,,,uniswap,Optimism,
8409,2022-10-05 00:00:00,ENS,,,uniswap,Optimism,
1856,2022-10-04 00:00:00,WETH,,,uniswap,Optimism,
452,2022-10-04 00:00:00,USDT,65378280.47875,65363701.12221,uniswap,Optimism,62295401.65427
3260,2022-10-04 00:00:00,WBTC,,,uniswap,Optimism,
7004,2022-10-04 00:00:00,RGT,,,uniswap,Optimism,
5132,2022-10-04 00:00:00,LINK,,,uniswap,Optimism,
12620,2022-10-04 00:00:00,SPANK,,,uniswap,Optimism,
1388,2022-10-04 00:00:00,0XBTC,,,uniswap,Optimism,
12152,2022-10-04 00:00:00,PERP,,,uniswap,Optimism,
6536,2022-10-04 00:00:00,SNX,,,uniswap,Optimism,
13556,2022-10-04 00:00:00,EST,,,uniswap,Optimism,
3728,2022-10-04 00:00:00,SUSD,,,uniswap,Optimism,
16832,2022-10-04 00:00:00,WSTETH,,,uniswap,Optimism,
11684,2022-10-04 00:00:00,MKR,,,uniswap,Optimism,
17300,2022-10-04 00:00:00,AAVE,,,uniswap,Optimism,
13088,2022-10-04 00:00:00,DHT,,,uniswap,Optimism,
14960,2022-10-04 00:00:00,THALES,,,uniswap,Optimism,
18236,2022-10-04 00:00:00,AELIN,,,uniswap,Optimism,
9344,2022-10-04 00:00:00,SARCO,,,uniswap,Optimism,
9812,2022-10-04 00:00:00,LYRA,,,uniswap,Optimism,
2324,2022-10-04 00:00:00,DAI,,,uniswap,Optimism,
5600,2022-10-04 00:00:00,USDC,,,uniswap,Optimism,
7940,2022-10-04 00:00:00,PAPER,,,uniswap,Optimism,
14024,2022-10-04 00:00:00,XCHF,,,uniswap,Optimism,
17768,2022-10-04 00:00:00,BOB,,,uniswap,Optimism,
15428,2022-10-04 00:00:00,EQZ,,,uniswap,Optimism,
4196,2022-10-04 00:00:00,SLINK,,,uniswap,Optimism,
8876,2022-10-04 00:00:00,BITANT,,,uniswap,Optimism,
16364,2022-10-04 00:00:00,CRV,,,uniswap,Optimism,
10280,2022-10-04 00:00:00,DCN,,,uniswap,Optimism,
14492,2022-10-04 00:00:00,HND,,,uniswap,Optimism,
10748,2022-10-04 00:00:00,WPC,,,uniswap,Optimism,
15896,2022-10-04 00:00:00,OP,,,uniswap,Optimism,
7472,2022-10-04 00:00:00,RETH,,,uniswap,Optimism,
2792,2022-10-04 00:00:00,UNI,,,uniswap,Optimism,
8408,2022-10-04 00:00:00,ENS,,,uniswap,Optimism,
6068,2022-10-04 00:00:00,RAI,,,uniswap,Optimism,
18704,2022-10-04 00:00:00,LUSD,,,uniswap,Optimism,
11216,2022-10-04 00:00:00,KROM,,,uniswap,Optimism,
4664,2022-10-04 00:00:00,SBTC,,,uniswap,Optimism,
920,2022-10-04 00:00:00,SETH,,,uniswap,Optimism,
15895,2022-10-03 00:00:00,OP,,,uniswap,Optimism,
15427,2022-10-03 00:00:00,EQZ,,,uniswap,Optimism,
14023,2022-10-03 00:00:00,XCHF,,,uniswap,Optimism,
919,2022-10-03 00:00:00,SETH,,,uniswap,Optimism,
16363,2022-10-03 00:00:00,CRV,,,uniswap,Optimism,
5599,2022-10-03 00:00:00,USDC,,,uniswap,Optimism,
1387,2022-10-03 00:00:00,0XBTC,,,uniswap,Optimism,
14959,2022-10-03 00:00:00,THALES,,,uniswap,Optimism,
13555,2022-10-03 00:00:00,EST,,,uniswap,Optimism,
14491,2022-10-03 00:00:00,HND,,,uniswap,Optimism,
5131,2022-10-03 00:00:00,LINK,,,uniswap,Optimism,
16831,2022-10-03 00:00:00,WSTETH,,,uniswap,Optimism,
6067,2022-10-03 00:00:00,RAI,,,uniswap,Optimism,
6535,2022-10-03 00:00:00,SNX,,,uniswap,Optimism,
3727,2022-10-03 00:00:00,SUSD,,,uniswap,Optimism,
13087,2022-10-03 00:00:00,DHT,,,uniswap,Optimism,
18703,2022-10-03 00:00:00,LUSD,,,uniswap,Optimism,
11683,2022-10-03 00:00:00,MKR,,,uniswap,Optimism,
4663,2022-10-03 00:00:00,SBTC,,,uniswap,Optimism,
11215,2022-10-03 00:00:00,KROM,,,uniswap,Optimism,
7471,2022-10-03 00:00:00,RETH,,,uniswap,Optimism,
10747,2022-10-03 00:00:00,WPC,,,uniswap,Optimism,
17767,2022-10-03 00:00:00,BOB,,,uniswap,Optimism,
10279,2022-10-03 00:00:00,DCN,,,uniswap,Optimism,
7939,2022-10-03 00:00:00,PAPER,,,uniswap,Optimism,
1855,2022-10-03 00:00:00,WETH,,,uniswap,Optimism,
2791,2022-10-03 00:00:00,UNI,,,uniswap,Optimism,
2323,2022-10-03 00:00:00,DAI,,,uniswap,Optimism,
9811,2022-10-03 00:00:00,LYRA,,,uniswap,Optimism,
18235,2022-10-03 00:00:00,AELIN,,,uniswap,Optimism,
4195,2022-10-03 00:00:00,SLINK,,,uniswap,Optimism,
8407,2022-10-03 00:00:00,ENS,,,uniswap,Optimism,
9343,2022-10-03 00:00:00,SARCO,,,uniswap,Optimism,
7003,2022-10-03 00:00:00,RGT,,,uniswap,Optimism,
8875,2022-10-03 00:00:00,BITANT,,,uniswap,Optimism,
17299,2022-10-03 00:00:00,AAVE,,,uniswap,Optimism,
12619,2022-10-03 00:00:00,SPANK,,,uniswap,Optimism,
3259,2022-10-03 00:00:00,WBTC,,,uniswap,Optimism,
451,2022-10-03 00:00:00,USDT,62295401.65427,62293408.20142,uniswap,Optimism,64774017.19905
12151,2022-10-03 00:00:00,PERP,,,uniswap,Optimism,
7002,2022-10-02 00:00:00,RGT,,,uniswap,Optimism,
16362,2022-10-02 00:00:00,CRV,,,uniswap,Optimism,
6534,2022-10-02 00:00:00,SNX,,,uniswap,Optimism,
10278,2022-10-02 00:00:00,DCN,,,uniswap,Optimism,
18234,2022-10-02 00:00:00,AELIN,,,uniswap,Optimism,
2322,2022-10-02 00:00:00,DAI,,,uniswap,Optimism,
12150,2022-10-02 00:00:00,PERP,,,uniswap,Optimism,
5598,2022-10-02 00:00:00,USDC,,,uniswap,Optimism,
18702,2022-10-02 00:00:00,LUSD,,,uniswap,Optimism,
9810,2022-10-02 00:00:00,LYRA,,,uniswap,Optimism,
3258,2022-10-02 00:00:00,WBTC,,,uniswap,Optimism,
450,2022-10-02 00:00:00,USDT,64774017.19905,64838791.21625,uniswap,Optimism,65772479.81052
918,2022-10-02 00:00:00,SETH,,,uniswap,Optimism,
8406,2022-10-02 00:00:00,ENS,,,uniswap,Optimism,
12618,2022-10-02 00:00:00,SPANK,,,uniswap,Optimism,
15426,2022-10-02 00:00:00,EQZ,,,uniswap,Optimism,
9342,2022-10-02 00:00:00,SARCO,,,uniswap,Optimism,
7938,2022-10-02 00:00:00,PAPER,,,uniswap,Optimism,
14958,2022-10-02 00:00:00,THALES,,,uniswap,Optimism,
1854,2022-10-02 00:00:00,WETH,,,uniswap,Optimism,
5130,2022-10-02 00:00:00,LINK,,,uniswap,Optimism,
14022,2022-10-02 00:00:00,XCHF,,,uniswap,Optimism,
11682,2022-10-02 00:00:00,MKR,,,uniswap,Optimism,
17298,2022-10-02 00:00:00,AAVE,,,uniswap,Optimism,
13554,2022-10-02 00:00:00,EST,,,uniswap,Optimism,
4662,2022-10-02 00:00:00,SBTC,,,uniswap,Optimism,
2790,2022-10-02 00:00:00,UNI,,,uniswap,Optimism,
7470,2022-10-02 00:00:00,RETH,,,uniswap,Optimism,
6066,2022-10-02 00:00:00,RAI,,,uniswap,Optimism,
8874,2022-10-02 00:00:00,BITANT,,,uniswap,Optimism,
3726,2022-10-02 00:00:00,SUSD,,,uniswap,Optimism,
15894,2022-10-02 00:00:00,OP,,,uniswap,Optimism,
11214,2022-10-02 00:00:00,KROM,,,uniswap,Optimism,
14490,2022-10-02 00:00:00,HND,,,uniswap,Optimism,
13086,2022-10-02 00:00:00,DHT,,,uniswap,Optimism,
1386,2022-10-02 00:00:00,0XBTC,,,uniswap,Optimism,
10746,2022-10-02 00:00:00,WPC,,,uniswap,Optimism,
17766,2022-10-02 00:00:00,BOB,,,uniswap,Optimism,
4194,2022-10-02 00:00:00,SLINK,,,uniswap,Optimism,
16830,2022-10-02 00:00:00,WSTETH,,,uniswap,Optimism,
17765,2022-10-01 00:00:00,BOB,,,uniswap,Optimism,
16361,2022-10-01 00:00:00,CRV,,,uniswap,Optimism,
18233,2022-10-01 00:00:00,AELIN,,,uniswap,Optimism,
16829,2022-10-01 00:00:00,WSTETH,,,uniswap,Optimism,
4661,2022-10-01 00:00:00,SBTC,,,uniswap,Optimism,
449,2022-10-01 00:00:00,USDT,65772479.81052,65838252.29033,uniswap,Optimism,65276959.75261
5129,2022-10-01 00:00:00,LINK,,,uniswap,Optimism,
17297,2022-10-01 00:00:00,AAVE,,,uniswap,Optimism,
18701,2022-10-01 00:00:00,LUSD,,,uniswap,Optimism,
3725,2022-10-01 00:00:00,SUSD,,,uniswap,Optimism,
11213,2022-10-01 00:00:00,KROM,,,uniswap,Optimism,
13085,2022-10-01 00:00:00,DHT,,,uniswap,Optimism,
12617,2022-10-01 00:00:00,SPANK,,,uniswap,Optimism,
3257,2022-10-01 00:00:00,WBTC,,,uniswap,Optimism,
15893,2022-10-01 00:00:00,OP,,,uniswap,Optimism,
1853,2022-10-01 00:00:00,WETH,,,uniswap,Optimism,
7001,2022-10-01 00:00:00,RGT,,,uniswap,Optimism,
11681,2022-10-01 00:00:00,MKR,,,uniswap,Optimism,
7469,2022-10-01 00:00:00,RETH,,,uniswap,Optimism,
10745,2022-10-01 00:00:00,WPC,,,uniswap,Optimism,
6533,2022-10-01 00:00:00,SNX,,,uniswap,Optimism,
7937,2022-10-01 00:00:00,PAPER,,,uniswap,Optimism,
10277,2022-10-01 00:00:00,DCN,,,uniswap,Optimism,
2321,2022-10-01 00:00:00,DAI,,,uniswap,Optimism,
8405,2022-10-01 00:00:00,ENS,,,uniswap,Optimism,
9809,2022-10-01 00:00:00,LYRA,,,uniswap,Optimism,
9341,2022-10-01 00:00:00,SARCO,,,uniswap,Optimism,
8873,2022-10-01 00:00:00,BITANT,,,uniswap,Optimism,
2789,2022-10-01 00:00:00,UNI,,,uniswap,Optimism,
13553,2022-10-01 00:00:00,EST,,,uniswap,Optimism,
12149,2022-10-01 00:00:00,PERP,,,uniswap,Optimism,
14489,2022-10-01 00:00:00,HND,,,uniswap,Optimism,
14021,2022-10-01 00:00:00,XCHF,,,uniswap,Optimism,
15425,2022-10-01 00:00:00,EQZ,,,uniswap,Optimism,
917,2022-10-01 00:00:00,SETH,,,uniswap,Optimism,
5597,2022-10-01 00:00:00,USDC,,,uniswap,Optimism,
14957,2022-10-01 00:00:00,THALES,,,uniswap,Optimism,
6065,2022-10-01 00:00:00,RAI,,,uniswap,Optimism,
4193,2022-10-01 00:00:00,SLINK,,,uniswap,Optimism,
1385,2022-10-01 00:00:00,0XBTC,,,uniswap,Optimism,
17296,2022-09-30 00:00:00,AAVE,,,uniswap,Optimism,
14020,2022-09-30 00:00:00,XCHF,,,uniswap,Optimism,
15892,2022-09-30 00:00:00,OP,,,uniswap,Optimism,
13552,2022-09-30 00:00:00,EST,,,uniswap,Optimism,
18700,2022-09-30 00:00:00,LUSD,,,uniswap,Optimism,
15424,2022-09-30 00:00:00,EQZ,,,uniswap,Optimism,
9808,2022-09-30 00:00:00,LYRA,,,uniswap,Optimism,
16360,2022-09-30 00:00:00,CRV,,,uniswap,Optimism,
6532,2022-09-30 00:00:00,SNX,,,uniswap,Optimism,
8404,2022-09-30 00:00:00,ENS,,,uniswap,Optimism,
5596,2022-09-30 00:00:00,USDC,,,uniswap,Optimism,
10276,2022-09-30 00:00:00,DCN,,,uniswap,Optimism,
18232,2022-09-30 00:00:00,AELIN,,,uniswap,Optimism,
13084,2022-09-30 00:00:00,DHT,,,uniswap,Optimism,
7936,2022-09-30 00:00:00,PAPER,,,uniswap,Optimism,
10744,2022-09-30 00:00:00,WPC,,,uniswap,Optimism,
14956,2022-09-30 00:00:00,THALES,,,uniswap,Optimism,
11212,2022-09-30 00:00:00,KROM,,,uniswap,Optimism,
17764,2022-09-30 00:00:00,BOB,,,uniswap,Optimism,
5128,2022-09-30 00:00:00,LINK,,,uniswap,Optimism,
4660,2022-09-30 00:00:00,SBTC,,,uniswap,Optimism,
16828,2022-09-30 00:00:00,WSTETH,,,uniswap,Optimism,
7468,2022-09-30 00:00:00,RETH,,,uniswap,Optimism,
4192,2022-09-30 00:00:00,SLINK,,,uniswap,Optimism,
11680,2022-09-30 00:00:00,MKR,,,uniswap,Optimism,
14488,2022-09-30 00:00:00,HND,,,uniswap,Optimism,
6064,2022-09-30 00:00:00,RAI,,,uniswap,Optimism,
7000,2022-09-30 00:00:00,RGT,,,uniswap,Optimism,
12616,2022-09-30 00:00:00,SPANK,,,uniswap,Optimism,
12148,2022-09-30 00:00:00,PERP,,,uniswap,Optimism,
8872,2022-09-30 00:00:00,BITANT,,,uniswap,Optimism,
9340,2022-09-30 00:00:00,SARCO,,,uniswap,Optimism,
3724,2022-09-30 00:00:00,SUSD,,,uniswap,Optimism,
2320,2022-09-30 00:00:00,DAI,,,uniswap,Optimism,
2788,2022-09-30 00:00:00,UNI,,,uniswap,Optimism,
916,2022-09-30 00:00:00,SETH,,,uniswap,Optimism,
3256,2022-09-30 00:00:00,WBTC,,,uniswap,Optimism,
448,2022-09-30 00:00:00,USDT,65276959.75261,65342236.71237,uniswap,Optimism,63115434.891
1384,2022-09-30 00:00:00,0XBTC,,,uniswap,Optimism,
1852,2022-09-30 00:00:00,WETH,,,uniswap,Optimism,
18231,2022-09-29 00:00:00,AELIN,,,uniswap,Optimism,
7467,2022-09-29 00:00:00,RETH,,,uniswap,Optimism,
1851,2022-09-29 00:00:00,WETH,,,uniswap,Optimism,
11211,2022-09-29 00:00:00,KROM,,,uniswap,Optimism,
13083,2022-09-29 00:00:00,DHT,,,uniswap,Optimism,
11679,2022-09-29 00:00:00,MKR,,,uniswap,Optimism,
3723,2022-09-29 00:00:00,SUSD,,,uniswap,Optimism,
6531,2022-09-29 00:00:00,SNX,,,uniswap,Optimism,
5127,2022-09-29 00:00:00,LINK,,,uniswap,Optimism,
13551,2022-09-29 00:00:00,EST,,,uniswap,Optimism,
10275,2022-09-29 00:00:00,DCN,,,uniswap,Optimism,
447,2022-09-29 00:00:00,USDT,63115434.891,63241665.76078,uniswap,Optimism,62769297.03056
3255,2022-09-29 00:00:00,WBTC,,,uniswap,Optimism,
1383,2022-09-29 00:00:00,0XBTC,,,uniswap,Optimism,
5595,2022-09-29 00:00:00,USDC,,,uniswap,Optimism,
9807,2022-09-29 00:00:00,LYRA,,,uniswap,Optimism,
14487,2022-09-29 00:00:00,HND,,,uniswap,Optimism,
